"","year_issue","year_expire","ethnicity","S_expire","pop","year_pop","mean_pltbi","low_pltbi","upp_pltbi","n_ltbi","n_ltbi_low","n_ltbi_upp","time","S_tb","p_tb","n_tb","n_tb_low","n_tb_upp"
"118",2016,2018,"Bangladeshi",0.76,2742,2083.92,0.302518821388457,0.188178734084316,0.421247579351274,630.425022267833,392.149427532988,877.846255561707,3,0.975117860611236,0.00283134593503798,1.78,1.11,2.49
"119",2017,2018,"Bangladeshi",0.91,3386,3081.26,0.302518821388457,0.188178734084316,0.421247579351274,932.139143591396,579.82760618464,1297.97331635191,2,0.977949206546274,0.00657386804599314,6.13,3.81,8.53
"120",2018,2018,"Bangladeshi",0.98,3628,3555.44,0.302518821388457,0.188178734084316,0.421247579351274,1075.58751831737,669.058198312741,1497.72049352869,1,0.984523074592267,0.0154769254077327,16.65,10.35,23.18
"121",2004,2019,"Bangladeshi",0.55,7293,4011.15,0.302518821388457,0.188178734084316,0.421247579351274,1213.44837041231,754.813129222305,1689.68722791486,16,0.972911092912122,1.06152400647375e-07,0,0,0
"122",2005,2019,"Bangladeshi",0.59,11831,6980.29,0.302518821388457,0.188178734084316,0.421247579351274,2111.66910374963,1313.54213574141,2940.4302656699,15,0.972911199064523,2.21738654992976e-07,0,0,0
"123",2006,2019,"Bangladeshi",0.61,11134,6791.74,0.302518821388457,0.188178734084316,0.421247579351274,2054.62917997684,1278.06103542981,2861.00403458322,14,0.972911420803178,4.66832408951845e-07,0,0,0
"124",2007,2019,"Bangladeshi",0.59,8964,5288.76,0.302518821388457,0.188178734084316,0.421247579351274,1599.94944180641,995.232161675768,2227.87734776984,13,0.972911887635587,9.90608966855433e-07,0,0,0
"125",2008,2019,"Bangladeshi",0.58,8984,5210.72,0.302518821388457,0.188178734084316,0.421247579351274,1576.34087298526,980.546693267828,2195.00318667727,12,0.972912878244554,2.11871155852972e-06,0,0,0
"126",2009,2019,"Bangladeshi",0.34,21887,7441.58,0.302518821388457,0.188178734084316,0.421247579351274,2251.21801086791,1400.34710398717,3134.74756154885,11,0.972914996956112,4.56741488419343e-06,0.01,0.01,0.01
"127",2010,2019,"Bangladeshi",0.36,13544,4875.84,0.302518821388457,0.188178734084316,0.421247579351274,1475.03337007869,917.529398797672,2053.93579730412,10,0.972919564370996,9.92416669942653e-06,0.01,0.01,0.02
"128",2011,2019,"Bangladeshi",0.42,9074,3811.08,0.302518821388457,0.188178734084316,0.421247579351274,1152.92342981712,717.164209894056,1605.40822471405,9,0.972929488537696,2.17337691670316e-05,0.03,0.02,0.03
"129",2012,2019,"Bangladeshi",0.55,5747,3160.85,0.302518821388457,0.188178734084316,0.421247579351274,956.216616585704,594.804751630411,1331.50041119247,8,0.972951222306863,4.79716232523186e-05,0.05,0.03,0.06
"130",2013,2019,"Bangladeshi",0.5,4037,2018.5,0.302518821388457,0.188178734084316,0.421247579351274,610.6342409726,379.838774749192,850.288238920546,7,0.972999193930115,0.000106717384876331,0.07,0.04,0.09
"131",2014,2019,"Bangladeshi",0.53,4482,2375.46,0.302518821388457,0.188178734084316,0.421247579351274,718.621359455424,447.01105566793,1000.65677484578,6,0.973105911314992,0.000239270929601854,0.17,0.11,0.24
"132",2015,2019,"Bangladeshi",0.65,3388,2202.2,0.302518821388457,0.188178734084316,0.421247579351274,666.20694846166,414.407208200481,927.671419247375,5,0.973345182244593,0.000540726650649859,0.36,0.22,0.5
"133",2016,2019,"Bangladeshi",0.69,2742,1891.98,0.302518821388457,0.188178734084316,0.421247579351274,572.359559690532,356.030401312845,796.991995181023,4,0.973885908895243,0.00123195171599288,0.71,0.44,0.98
"134",2017,2019,"Bangladeshi",0.77,3386,2607.22,0.302518821388457,0.188178734084316,0.421247579351274,788.733121500412,490.623359079311,1098.28511383623,3,0.975117860611236,0.00283134593503798,2.23,1.39,3.11
"135",2018,2019,"Bangladeshi",0.88,3628,3192.64,0.302518821388457,0.188178734084316,0.421247579351274,965.833689917643,600.786953586951,1344.89187174005,2,0.977949206546274,0.00657386804599314,6.35,3.95,8.84
"136",2019,2019,"Bangladeshi",0.98,5031,4930.38,0.302518821388457,0.188178734084316,0.421247579351274,1491.53274659722,927.792666954631,2076.91064028193,1,0.984523074592267,0.0154769254077327,23.08,14.36,32.14
"137",2004,2020,"Bangladeshi",0.55,7293,4011.15,0.302518821388457,0.188178734084316,0.421247579351274,1213.44837041231,754.813129222305,1689.68722791486,17,0.972911041696258,5.12158646603922e-08,0,0,0
"138",2005,2020,"Bangladeshi",0.59,11831,6980.29,0.302518821388457,0.188178734084316,0.421247579351274,2111.66910374963,1313.54213574141,2940.4302656699,16,0.972911092912122,1.06152400647375e-07,0,0,0
"139",2006,2020,"Bangladeshi",0.61,11134,6791.74,0.302518821388457,0.188178734084316,0.421247579351274,2054.62917997684,1278.06103542981,2861.00403458322,15,0.972911199064523,2.21738654992976e-07,0,0,0
"140",2007,2020,"Bangladeshi",0.59,8964,5288.76,0.302518821388457,0.188178734084316,0.421247579351274,1599.94944180641,995.232161675768,2227.87734776984,14,0.972911420803178,4.66832408951845e-07,0,0,0
"141",2008,2020,"Bangladeshi",0.58,8984,5210.72,0.302518821388457,0.188178734084316,0.421247579351274,1576.34087298526,980.546693267828,2195.00318667727,13,0.972911887635587,9.90608966855433e-07,0,0,0
"142",2009,2020,"Bangladeshi",0.34,21887,7441.58,0.302518821388457,0.188178734084316,0.421247579351274,2251.21801086791,1400.34710398717,3134.74756154885,12,0.972912878244554,2.11871155852972e-06,0,0,0.01
"143",2010,2020,"Bangladeshi",0.36,13544,4875.84,0.302518821388457,0.188178734084316,0.421247579351274,1475.03337007869,917.529398797672,2053.93579730412,11,0.972914996956112,4.56741488419343e-06,0.01,0,0.01
"144",2011,2020,"Bangladeshi",0.42,9074,3811.08,0.302518821388457,0.188178734084316,0.421247579351274,1152.92342981712,717.164209894056,1605.40822471405,10,0.972919564370996,9.92416669942653e-06,0.01,0.01,0.02
"145",2012,2020,"Bangladeshi",0.55,5747,3160.85,0.302518821388457,0.188178734084316,0.421247579351274,956.216616585704,594.804751630411,1331.50041119247,9,0.972929488537696,2.17337691670316e-05,0.02,0.01,0.03
"146",2013,2020,"Bangladeshi",0.5,4037,2018.5,0.302518821388457,0.188178734084316,0.421247579351274,610.6342409726,379.838774749192,850.288238920546,8,0.972951222306863,4.79716232523186e-05,0.03,0.02,0.04
"147",2014,2020,"Bangladeshi",0.53,4482,2375.46,0.302518821388457,0.188178734084316,0.421247579351274,718.621359455424,447.01105566793,1000.65677484578,7,0.972999193930115,0.000106717384876331,0.08,0.05,0.11
"148",2015,2020,"Bangladeshi",0.59,3388,1998.92,0.302518821388457,0.188178734084316,0.421247579351274,604.710922449814,376.154235135821,842.040211316848,6,0.973105911314992,0.000239270929601854,0.14,0.09,0.2
"149",2016,2020,"Bangladeshi",0.67,2742,1837.14,0.302518821388457,0.188178734084316,0.421247579351274,555.769427525589,345.710679535661,773.890777929399,5,0.973345182244593,0.000540726650649859,0.3,0.19,0.42
"150",2017,2020,"Bangladeshi",0.62,3386,2099.32,0.302518821388457,0.188178734084316,0.421247579351274,635.083812117215,395.047380037887,884.333468283716,4,0.973885908895243,0.00123195171599288,0.78,0.49,1.09
"151",2018,2020,"Bangladeshi",0.66,3628,2394.48,0.302518821388457,0.188178734084316,0.421247579351274,724.375267438232,450.590215190213,1008.66890380504,3,0.975117860611236,0.00283134593503798,2.05,1.28,2.86
"152",2019,2020,"Bangladeshi",0.88,5031,4427.28,0.302518821388457,0.188178734084316,0.421247579351274,1339.33552755669,833.119945836811,1864.98098311031,2,0.977949206546274,0.00657386804599314,8.8,5.48,12.26
"153",2004,2004,"China",0.97,24217,23490.49,NA,NA,NA,NA,NA,NA,1,0.984523074592267,0.0154769254077327,NA,NA,NA
"154",2004,2005,"China",0.81,24217,19615.77,NA,NA,NA,NA,NA,NA,2,0.977949206546274,0.00657386804599314,NA,NA,NA
"155",2005,2005,"China",0.97,21807,21152.79,NA,NA,NA,NA,NA,NA,1,0.984523074592267,0.0154769254077327,NA,NA,NA
"156",2004,2006,"China",0.62,24217,15014.54,NA,NA,NA,NA,NA,NA,3,0.975117860611236,0.00283134593503798,NA,NA,NA
"157",2005,2006,"China",0.83,21807,18099.81,NA,NA,NA,NA,NA,NA,2,0.977949206546274,0.00657386804599314,NA,NA,NA
"158",2006,2006,"China",0.94,26505,24914.7,NA,NA,NA,NA,NA,NA,1,0.984523074592267,0.0154769254077327,NA,NA,NA
"159",2004,2007,"China",0.47,24217,11381.99,NA,NA,NA,NA,NA,NA,4,0.973885908895243,0.00123195171599288,NA,NA,NA
"160",2005,2007,"China",0.65,21807,14174.55,NA,NA,NA,NA,NA,NA,3,0.975117860611236,0.00283134593503798,NA,NA,NA
"161",2006,2007,"China",0.81,26505,21469.05,NA,NA,NA,NA,NA,NA,2,0.977949206546274,0.00657386804599314,NA,NA,NA
"162",2007,2007,"China",0.94,28935,27198.9,NA,NA,NA,NA,NA,NA,1,0.984523074592267,0.0154769254077327,NA,NA,NA
"163",2004,2008,"China",0.37,24217,8960.29,NA,NA,NA,NA,NA,NA,5,0.973345182244593,0.000540726650649859,NA,NA,NA
"164",2005,2008,"China",0.49,21807,10685.43,NA,NA,NA,NA,NA,NA,4,0.973885908895243,0.00123195171599288,NA,NA,NA
"165",2006,2008,"China",0.63,26505,16698.15,NA,NA,NA,NA,NA,NA,3,0.975117860611236,0.00283134593503798,NA,NA,NA
"166",2007,2008,"China",0.82,28935,23726.7,NA,NA,NA,NA,NA,NA,2,0.977949206546274,0.00657386804599314,NA,NA,NA
"167",2008,2008,"China",0.93,33405,31066.65,NA,NA,NA,NA,NA,NA,1,0.984523074592267,0.0154769254077327,NA,NA,NA
"168",2004,2009,"China",0.31,24217,7507.27,NA,NA,NA,NA,NA,NA,6,0.973105911314992,0.000239270929601854,NA,NA,NA
"169",2005,2009,"China",0.37,21807,8068.59,NA,NA,NA,NA,NA,NA,5,0.973345182244593,0.000540726650649859,NA,NA,NA
"170",2006,2009,"China",0.48,26505,12722.4,NA,NA,NA,NA,NA,NA,4,0.973885908895243,0.00123195171599288,NA,NA,NA
"171",2007,2009,"China",0.65,28935,18807.75,NA,NA,NA,NA,NA,NA,3,0.975117860611236,0.00283134593503798,NA,NA,NA
"172",2008,2009,"China",0.8,33405,26724,NA,NA,NA,NA,NA,NA,2,0.977949206546274,0.00657386804599314,NA,NA,NA
"173",2009,2009,"China",0.96,38632,37086.72,NA,NA,NA,NA,NA,NA,1,0.984523074592267,0.0154769254077327,NA,NA,NA
"174",2004,2010,"China",0.26,24217,6296.42,NA,NA,NA,NA,NA,NA,7,0.972999193930115,0.000106717384876331,NA,NA,NA
"175",2005,2010,"China",0.3,21807,6542.1,NA,NA,NA,NA,NA,NA,6,0.973105911314992,0.000239270929601854,NA,NA,NA
"176",2006,2010,"China",0.37,26505,9806.85,NA,NA,NA,NA,NA,NA,5,0.973345182244593,0.000540726650649859,NA,NA,NA
"177",2007,2010,"China",0.49,28935,14178.15,NA,NA,NA,NA,NA,NA,4,0.973885908895243,0.00123195171599288,NA,NA,NA
"178",2008,2010,"China",0.63,33405,21045.15,NA,NA,NA,NA,NA,NA,3,0.975117860611236,0.00283134593503798,NA,NA,NA
"179",2009,2010,"China",0.84,38632,32450.88,NA,NA,NA,NA,NA,NA,2,0.977949206546274,0.00657386804599314,NA,NA,NA
"180",2010,2010,"China",0.97,42357,41086.29,NA,NA,NA,NA,NA,NA,1,0.984523074592267,0.0154769254077327,NA,NA,NA
"181",2004,2011,"China",0.24,24217,5812.08,NA,NA,NA,NA,NA,NA,8,0.972951222306863,4.79716232523186e-05,NA,NA,NA
"182",2005,2011,"China",0.26,21807,5669.82,NA,NA,NA,NA,NA,NA,7,0.972999193930115,0.000106717384876331,NA,NA,NA
"183",2006,2011,"China",0.3,26505,7951.5,NA,NA,NA,NA,NA,NA,6,0.973105911314992,0.000239270929601854,NA,NA,NA
"184",2007,2011,"China",0.37,28935,10705.95,NA,NA,NA,NA,NA,NA,5,0.973345182244593,0.000540726650649859,NA,NA,NA
"185",2008,2011,"China",0.47,33405,15700.35,NA,NA,NA,NA,NA,NA,4,0.973885908895243,0.00123195171599288,NA,NA,NA
"186",2009,2011,"China",0.65,38632,25110.8,NA,NA,NA,NA,NA,NA,3,0.975117860611236,0.00283134593503798,NA,NA,NA
"187",2010,2011,"China",0.85,42357,36003.45,NA,NA,NA,NA,NA,NA,2,0.977949206546274,0.00657386804599314,NA,NA,NA
"188",2011,2011,"China",0.98,46072,45150.56,NA,NA,NA,NA,NA,NA,1,0.984523074592267,0.0154769254077327,NA,NA,NA
"189",2004,2012,"China",0.22,24217,5327.74,NA,NA,NA,NA,NA,NA,9,0.972929488537696,2.17337691670316e-05,NA,NA,NA
"190",2005,2012,"China",0.23,21807,5015.61,NA,NA,NA,NA,NA,NA,8,0.972951222306863,4.79716232523186e-05,NA,NA,NA
"191",2006,2012,"China",0.25,26505,6626.25,NA,NA,NA,NA,NA,NA,7,0.972999193930115,0.000106717384876331,NA,NA,NA
"192",2007,2012,"China",0.29,28935,8391.15,NA,NA,NA,NA,NA,NA,6,0.973105911314992,0.000239270929601854,NA,NA,NA
"193",2008,2012,"China",0.34,33405,11357.7,NA,NA,NA,NA,NA,NA,5,0.973345182244593,0.000540726650649859,NA,NA,NA
"194",2009,2012,"China",0.45,38632,17384.4,NA,NA,NA,NA,NA,NA,4,0.973885908895243,0.00123195171599288,NA,NA,NA
"195",2010,2012,"China",0.64,42357,27108.48,NA,NA,NA,NA,NA,NA,3,0.975117860611236,0.00283134593503798,NA,NA,NA
"196",2011,2012,"China",0.85,46072,39161.2,NA,NA,NA,NA,NA,NA,2,0.977949206546274,0.00657386804599314,NA,NA,NA
"197",2012,2012,"China",0.98,47988,47028.24,NA,NA,NA,NA,NA,NA,1,0.984523074592267,0.0154769254077327,NA,NA,NA
"198",2004,2013,"China",0.21,24217,5085.57,NA,NA,NA,NA,NA,NA,10,0.972919564370996,9.92416669942653e-06,NA,NA,NA
"199",2005,2013,"China",0.21,21807,4579.47,NA,NA,NA,NA,NA,NA,9,0.972929488537696,2.17337691670316e-05,NA,NA,NA
"200",2006,2013,"China",0.22,26505,5831.1,NA,NA,NA,NA,NA,NA,8,0.972951222306863,4.79716232523186e-05,NA,NA,NA
"201",2007,2013,"China",0.24,28935,6944.4,NA,NA,NA,NA,NA,NA,7,0.972999193930115,0.000106717384876331,NA,NA,NA
"202",2008,2013,"China",0.26,33405,8685.3,NA,NA,NA,NA,NA,NA,6,0.973105911314992,0.000239270929601854,NA,NA,NA
"203",2009,2013,"China",0.3,38632,11589.6,NA,NA,NA,NA,NA,NA,5,0.973345182244593,0.000540726650649859,NA,NA,NA
"204",2010,2013,"China",0.41,42357,17366.37,NA,NA,NA,NA,NA,NA,4,0.973885908895243,0.00123195171599288,NA,NA,NA
"205",2011,2013,"China",0.58,46072,26721.76,NA,NA,NA,NA,NA,NA,3,0.975117860611236,0.00283134593503798,NA,NA,NA
"206",2012,2013,"China",0.85,47988,40789.8,NA,NA,NA,NA,NA,NA,2,0.977949206546274,0.00657386804599314,NA,NA,NA
"207",2013,2013,"China",0.98,51414,50385.72,NA,NA,NA,NA,NA,NA,1,0.984523074592267,0.0154769254077327,NA,NA,NA
"208",2004,2014,"China",0.2,24217,4843.4,NA,NA,NA,NA,NA,NA,11,0.972914996956112,4.56741488419343e-06,NA,NA,NA
"209",2005,2014,"China",0.2,21807,4361.4,NA,NA,NA,NA,NA,NA,10,0.972919564370996,9.92416669942653e-06,NA,NA,NA
"210",2006,2014,"China",0.21,26505,5566.05,NA,NA,NA,NA,NA,NA,9,0.972929488537696,2.17337691670316e-05,NA,NA,NA
"211",2007,2014,"China",0.21,28935,6076.35,NA,NA,NA,NA,NA,NA,8,0.972951222306863,4.79716232523186e-05,NA,NA,NA
"212",2008,2014,"China",0.21,33405,7015.05,NA,NA,NA,NA,NA,NA,7,0.972999193930115,0.000106717384876331,NA,NA,NA
"213",2009,2014,"China",0.22,38632,8499.04,NA,NA,NA,NA,NA,NA,6,0.973105911314992,0.000239270929601854,NA,NA,NA
"214",2010,2014,"China",0.25,42357,10589.25,NA,NA,NA,NA,NA,NA,5,0.973345182244593,0.000540726650649859,NA,NA,NA
"215",2011,2014,"China",0.32,46072,14743.04,NA,NA,NA,NA,NA,NA,4,0.973885908895243,0.00123195171599288,NA,NA,NA
"216",2012,2014,"China",0.56,47988,26873.28,NA,NA,NA,NA,NA,NA,3,0.975117860611236,0.00283134593503798,NA,NA,NA
"217",2013,2014,"China",0.84,51414,43187.76,NA,NA,NA,NA,NA,NA,2,0.977949206546274,0.00657386804599314,NA,NA,NA
"218",2014,2014,"China",0.98,55339,54232.22,NA,NA,NA,NA,NA,NA,1,0.984523074592267,0.0154769254077327,NA,NA,NA
"219",2004,2015,"China",0.19,24217,4601.23,NA,NA,NA,NA,NA,NA,12,0.972912878244554,2.11871155852972e-06,NA,NA,NA
"220",2005,2015,"China",0.2,21807,4361.4,NA,NA,NA,NA,NA,NA,11,0.972914996956112,4.56741488419343e-06,NA,NA,NA
"221",2006,2015,"China",0.2,26505,5301,NA,NA,NA,NA,NA,NA,10,0.972919564370996,9.92416669942653e-06,NA,NA,NA
"222",2007,2015,"China",0.19,28935,5497.65,NA,NA,NA,NA,NA,NA,9,0.972929488537696,2.17337691670316e-05,NA,NA,NA
"223",2008,2015,"China",0.18,33405,6012.9,NA,NA,NA,NA,NA,NA,8,0.972951222306863,4.79716232523186e-05,NA,NA,NA
"224",2009,2015,"China",0.17,38632,6567.44,NA,NA,NA,NA,NA,NA,7,0.972999193930115,0.000106717384876331,NA,NA,NA
"225",2010,2015,"China",0.18,42357,7624.26,NA,NA,NA,NA,NA,NA,6,0.973105911314992,0.000239270929601854,NA,NA,NA
"226",2011,2015,"China",0.18,46072,8292.96,NA,NA,NA,NA,NA,NA,5,0.973345182244593,0.000540726650649859,NA,NA,NA
"227",2012,2015,"China",0.29,47988,13916.52,NA,NA,NA,NA,NA,NA,4,0.973885908895243,0.00123195171599288,NA,NA,NA
"228",2013,2015,"China",0.53,51414,27249.42,NA,NA,NA,NA,NA,NA,3,0.975117860611236,0.00283134593503798,NA,NA,NA
"229",2014,2015,"China",0.84,55339,46484.76,NA,NA,NA,NA,NA,NA,2,0.977949206546274,0.00657386804599314,NA,NA,NA
"230",2015,2015,"China",0.98,57135,55992.3,NA,NA,NA,NA,NA,NA,1,0.984523074592267,0.0154769254077327,NA,NA,NA
"231",2004,2016,"China",0.19,24217,4601.23,NA,NA,NA,NA,NA,NA,13,0.972911887635587,9.90608966855433e-07,NA,NA,NA
"232",2005,2016,"China",0.19,21807,4143.33,NA,NA,NA,NA,NA,NA,12,0.972912878244554,2.11871155852972e-06,NA,NA,NA
"233",2006,2016,"China",0.19,26505,5035.95,NA,NA,NA,NA,NA,NA,11,0.972914996956112,4.56741488419343e-06,NA,NA,NA
"234",2007,2016,"China",0.18,28935,5208.3,NA,NA,NA,NA,NA,NA,10,0.972919564370996,9.92416669942653e-06,NA,NA,NA
"235",2008,2016,"China",0.17,33405,5678.85,NA,NA,NA,NA,NA,NA,9,0.972929488537696,2.17337691670316e-05,NA,NA,NA
"236",2009,2016,"China",0.15,38632,5794.8,NA,NA,NA,NA,NA,NA,8,0.972951222306863,4.79716232523186e-05,NA,NA,NA
"237",2010,2016,"China",0.14,42357,5929.98,NA,NA,NA,NA,NA,NA,7,0.972999193930115,0.000106717384876331,NA,NA,NA
"238",2011,2016,"China",0.13,46072,5989.36,NA,NA,NA,NA,NA,NA,6,0.973105911314992,0.000239270929601854,NA,NA,NA
"239",2012,2016,"China",0.16,47988,7678.08,NA,NA,NA,NA,NA,NA,5,0.973345182244593,0.000540726650649859,NA,NA,NA
"240",2013,2016,"China",0.27,51414,13881.78,NA,NA,NA,NA,NA,NA,4,0.973885908895243,0.00123195171599288,NA,NA,NA
"241",2014,2016,"China",0.52,55339,28776.28,NA,NA,NA,NA,NA,NA,3,0.975117860611236,0.00283134593503798,NA,NA,NA
"242",2015,2016,"China",0.83,57135,47422.05,NA,NA,NA,NA,NA,NA,2,0.977949206546274,0.00657386804599314,NA,NA,NA
"243",2016,2016,"China",0.99,60942,60332.58,NA,NA,NA,NA,NA,NA,1,0.984523074592267,0.0154769254077327,NA,NA,NA
"244",2004,2017,"China",0.18,24217,4359.06,NA,NA,NA,NA,NA,NA,14,0.972911420803178,4.66832408951845e-07,NA,NA,NA
"245",2005,2017,"China",0.19,21807,4143.33,NA,NA,NA,NA,NA,NA,13,0.972911887635587,9.90608966855433e-07,NA,NA,NA
"246",2006,2017,"China",0.19,26505,5035.95,NA,NA,NA,NA,NA,NA,12,0.972912878244554,2.11871155852972e-06,NA,NA,NA
"247",2007,2017,"China",0.18,28935,5208.3,NA,NA,NA,NA,NA,NA,11,0.972914996956112,4.56741488419343e-06,NA,NA,NA
"248",2008,2017,"China",0.16,33405,5344.8,NA,NA,NA,NA,NA,NA,10,0.972919564370996,9.92416669942653e-06,NA,NA,NA
"249",2009,2017,"China",0.14,38632,5408.48,NA,NA,NA,NA,NA,NA,9,0.972929488537696,2.17337691670316e-05,NA,NA,NA
"250",2010,2017,"China",0.13,42357,5506.41,NA,NA,NA,NA,NA,NA,8,0.972951222306863,4.79716232523186e-05,NA,NA,NA
"251",2011,2017,"China",0.12,46072,5528.64,NA,NA,NA,NA,NA,NA,7,0.972999193930115,0.000106717384876331,NA,NA,NA
"252",2012,2017,"China",0.13,47988,6238.44,NA,NA,NA,NA,NA,NA,6,0.973105911314992,0.000239270929601854,NA,NA,NA
"253",2013,2017,"China",0.16,51414,8226.24,NA,NA,NA,NA,NA,NA,5,0.973345182244593,0.000540726650649859,NA,NA,NA
"254",2014,2017,"China",0.27,55339,14941.53,NA,NA,NA,NA,NA,NA,4,0.973885908895243,0.00123195171599288,NA,NA,NA
"255",2015,2017,"China",0.49,57135,27996.15,NA,NA,NA,NA,NA,NA,3,0.975117860611236,0.00283134593503798,NA,NA,NA
"256",2016,2017,"China",0.83,60942,50581.86,NA,NA,NA,NA,NA,NA,2,0.977949206546274,0.00657386804599314,NA,NA,NA
"257",2017,2017,"China",0.99,69985,69285.15,NA,NA,NA,NA,NA,NA,1,0.984523074592267,0.0154769254077327,NA,NA,NA
"258",2004,2018,"China",0.18,24217,4359.06,NA,NA,NA,NA,NA,NA,15,0.972911199064523,2.21738654992976e-07,NA,NA,NA
"259",2005,2018,"China",0.19,21807,4143.33,NA,NA,NA,NA,NA,NA,14,0.972911420803178,4.66832408951845e-07,NA,NA,NA
"260",2006,2018,"China",0.19,26505,5035.95,NA,NA,NA,NA,NA,NA,13,0.972911887635587,9.90608966855433e-07,NA,NA,NA
"261",2007,2018,"China",0.18,28935,5208.3,NA,NA,NA,NA,NA,NA,12,0.972912878244554,2.11871155852972e-06,NA,NA,NA
"262",2008,2018,"China",0.15,33405,5010.75,NA,NA,NA,NA,NA,NA,11,0.972914996956112,4.56741488419343e-06,NA,NA,NA
"263",2009,2018,"China",0.14,38632,5408.48,NA,NA,NA,NA,NA,NA,10,0.972919564370996,9.92416669942653e-06,NA,NA,NA
"264",2010,2018,"China",0.13,42357,5506.41,NA,NA,NA,NA,NA,NA,9,0.972929488537696,2.17337691670316e-05,NA,NA,NA
"265",2011,2018,"China",0.12,46072,5528.64,NA,NA,NA,NA,NA,NA,8,0.972951222306863,4.79716232523186e-05,NA,NA,NA
"266",2012,2018,"China",0.13,47988,6238.44,NA,NA,NA,NA,NA,NA,7,0.972999193930115,0.000106717384876331,NA,NA,NA
"267",2013,2018,"China",0.14,51414,7197.96,NA,NA,NA,NA,NA,NA,6,0.973105911314992,0.000239270929601854,NA,NA,NA
"268",2014,2018,"China",0.19,55339,10514.41,NA,NA,NA,NA,NA,NA,5,0.973345182244593,0.000540726650649859,NA,NA,NA
"269",2015,2018,"China",0.25,57135,14283.75,NA,NA,NA,NA,NA,NA,4,0.973885908895243,0.00123195171599288,NA,NA,NA
"270",2016,2018,"China",0.48,60942,29252.16,NA,NA,NA,NA,NA,NA,3,0.975117860611236,0.00283134593503798,NA,NA,NA
"271",2017,2018,"China",0.85,69985,59487.25,NA,NA,NA,NA,NA,NA,2,0.977949206546274,0.00657386804599314,NA,NA,NA
"272",2018,2018,"China",0.99,78516,77730.84,NA,NA,NA,NA,NA,NA,1,0.984523074592267,0.0154769254077327,NA,NA,NA
"273",2004,2019,"China",0.18,24217,4359.06,NA,NA,NA,NA,NA,NA,16,0.972911092912122,1.06152400647375e-07,NA,NA,NA
"274",2005,2019,"China",0.19,21807,4143.33,NA,NA,NA,NA,NA,NA,15,0.972911199064523,2.21738654992976e-07,NA,NA,NA
"275",2006,2019,"China",0.18,26505,4770.9,NA,NA,NA,NA,NA,NA,14,0.972911420803178,4.66832408951845e-07,NA,NA,NA
"276",2007,2019,"China",0.17,28935,4918.95,NA,NA,NA,NA,NA,NA,13,0.972911887635587,9.90608966855433e-07,NA,NA,NA
"277",2008,2019,"China",0.15,33405,5010.75,NA,NA,NA,NA,NA,NA,12,0.972912878244554,2.11871155852972e-06,NA,NA,NA
"278",2009,2019,"China",0.14,38632,5408.48,NA,NA,NA,NA,NA,NA,11,0.972914996956112,4.56741488419343e-06,NA,NA,NA
"279",2010,2019,"China",0.13,42357,5506.41,NA,NA,NA,NA,NA,NA,10,0.972919564370996,9.92416669942653e-06,NA,NA,NA
"280",2011,2019,"China",0.12,46072,5528.64,NA,NA,NA,NA,NA,NA,9,0.972929488537696,2.17337691670316e-05,NA,NA,NA
"281",2012,2019,"China",0.12,47988,5758.56,NA,NA,NA,NA,NA,NA,8,0.972951222306863,4.79716232523186e-05,NA,NA,NA
"282",2013,2019,"China",0.14,51414,7197.96,NA,NA,NA,NA,NA,NA,7,0.972999193930115,0.000106717384876331,NA,NA,NA
"283",2014,2019,"China",0.17,55339,9407.63,NA,NA,NA,NA,NA,NA,6,0.973105911314992,0.000239270929601854,NA,NA,NA
"284",2015,2019,"China",0.19,57135,10855.65,NA,NA,NA,NA,NA,NA,5,0.973345182244593,0.000540726650649859,NA,NA,NA
"285",2016,2019,"China",0.25,60942,15235.5,NA,NA,NA,NA,NA,NA,4,0.973885908895243,0.00123195171599288,NA,NA,NA
"286",2017,2019,"China",0.44,69985,30793.4,NA,NA,NA,NA,NA,NA,3,0.975117860611236,0.00283134593503798,NA,NA,NA
"287",2018,2019,"China",0.86,78516,67523.76,NA,NA,NA,NA,NA,NA,2,0.977949206546274,0.00657386804599314,NA,NA,NA
"288",2019,2019,"China",0.99,96198,95236.02,NA,NA,NA,NA,NA,NA,1,0.984523074592267,0.0154769254077327,NA,NA,NA
"289",2004,2020,"China",0.18,24217,4359.06,NA,NA,NA,NA,NA,NA,17,0.972911041696258,5.12158646603922e-08,NA,NA,NA
"290",2005,2020,"China",0.19,21807,4143.33,NA,NA,NA,NA,NA,NA,16,0.972911092912122,1.06152400647375e-07,NA,NA,NA
"291",2006,2020,"China",0.18,26505,4770.9,NA,NA,NA,NA,NA,NA,15,0.972911199064523,2.21738654992976e-07,NA,NA,NA
"292",2007,2020,"China",0.17,28935,4918.95,NA,NA,NA,NA,NA,NA,14,0.972911420803178,4.66832408951845e-07,NA,NA,NA
"293",2008,2020,"China",0.15,33405,5010.75,NA,NA,NA,NA,NA,NA,13,0.972911887635587,9.90608966855433e-07,NA,NA,NA
"294",2009,2020,"China",0.14,38632,5408.48,NA,NA,NA,NA,NA,NA,12,0.972912878244554,2.11871155852972e-06,NA,NA,NA
"295",2010,2020,"China",0.13,42357,5506.41,NA,NA,NA,NA,NA,NA,11,0.972914996956112,4.56741488419343e-06,NA,NA,NA
